id_contrato;id_inadimplencia;fg_pg_em_dia;fg_atraso_30dias;fg_atraso_60dias;fg_atraso_90dias;id_cliente;cidade_cliente;estado_cliente;uf_cliente;ocupacao;faixa_idade;id_veiculo;velocidade_max;cilindradas;qtd_portas;qtd_assentos;modelo_veiculo;marca_veiculo;tipo_veiculo;valor_veiculo;vetor_caracteristica;id_vendedor_loja;nm_vendedor;nm_loja;cidade_loja;estado_loja;uf_loja;regiao_loja;id_dados_financiamento;prazo;faixa_score;id_tempo;mes;ano;qtd_veiculos;vlr_financiado;vlr_entrada;vlr_juros;vlr_operacao
727;4;1;0;0;0;338;São Paulo;São Paulo;SP;Militar;02. 26 a 30 anos;46;250;3;4;5;Benz S Class;Mercedes-Benz;sedan;1330900;{250, 3.0, 4, 5, 3};10;Isabelly Moraes;AutoStar;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;1;Agosto;2020;1;798540;532360;39927;838467
728;4;1;0;0;0;856;Curitiba;Paraná;PR;Assalariado;01. 18 a 24 anos;82;190;2;5;5;ix35;Hyundai;SUV;118200;{190, 2.0, 5, 5, 2};62;Rodrigo da Paz;Barigui Seminovos;Curitiba;Paraná;PR;Sul;5;60;01_EXCELENTE;9;Abril;2021;1;47280;70920;1418.4;48698.4
729;4;1;0;0;0;365;São Paulo;São Paulo;SP;Militar;06. 46 a 50 anos;34;232;2;2;2;BMW Z4;BMW;conversível;420950;{232, 2.0, 2, 2, 9};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;8;36;02_BOM;8;Março;2021;1;294665;126285;14733.25;309398.25
730;4;1;0;0;0;565;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;02. 26 a 30 anos;23;250;4.4;5;4;BMW X6 M;BMW;SUV;986950;{250, 4.4, 5, 4, 2};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;10;Maio;2021;1;493475;493475;14804.25;508279.25
731;4;1;0;0;0;651;Botafogo;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos;43;202;1.6;5;5;Benz A Class;Mercedes-Benz;hatch;319900;{202, 1.6, 5, 5, 4};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;5;Dezembro;2020;1;127960;191940;6398;134358
732;4;1;0;0;0;580;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;33;240;3;5;4;BMW X6;BMW;SUV;662950;{240, 3.0, 5, 4, 2};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;3;Outubro;2020;1;132590;530360;3977.7;136567.7
733;4;1;0;0;0;710;Niterói;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;54;239;3;5;5;Cayenne;Porsche;SUV;527776;{239, 3.0, 5, 5, 2};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;3;Outubro;2020;1;158332.8;369443.2;7916.64;166249.44
734;4;1;0;0;0;306;São Paulo;São Paulo;SP;Profissional Liberal;02. 26 a 30 anos;13;222;3;5;5;Audi Q7;Audi;SUV;518575;{222, 3.0, 5, 5, 2};2;Pedro Henrique Ferreira;Aracai;Guarulhos;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;1;Agosto;2020;1;518575;0;15557.25;534132.25
735;4;1;0;0;0;552;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos;103;190;2;5;5;Outlander;Mitsubishi;SUV;208990;{190, 2.0, 5, 5, 2};44;João Vitor da Mota;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;1;Agosto;2020;1;41798;167192;2089.9;43887.9
736;4;1;0;0;0;72;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos;77;191;1.6;2;4;MINI CABRIO;Mini;conversível;169990;{191, 1.6, 2, 4, 12};13;Renan Martins;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;8;36;02_BOM;13;Agosto;2021;1;135992;33998;6799.6;142791.6
737;4;1;0;0;0;84;Mairiporã;São Paulo;SP;Militar;05. 41 a 45 anos;98;230;2;4;5;Volvo S60;Volvo;sedan;381950;{230, 2.0, 4, 5, 3};12;Nathan da Cunha;AutoStar;São Paulo;São Paulo;SP;Sudeste;8;36;02_BOM;3;Outubro;2020;1;152780;229170;7639;160419
738;4;1;0;0;0;389;São Paulo;São Paulo;SP;Militar;09. 61 a 65 anos;104;200;1.4;4;5;Cruze sedan;Chevrolet;sedan;116870;{200, 1.4, 4, 5, 3};8;Olivia da Rosa;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;15;36;04_PESSIMO;2;Setembro;2020;1;23374;93496;2337.4;25711.4
739;4;1;0;0;0;374;São Paulo;São Paulo;SP;Assalariado;06. 46 a 50 anos;42;130;2.1;3;3;Sprinter;Mercedes-Benz;utilitário;178000;{130, 2.1, 3, 3, 5};2;Pedro Henrique Ferreira;Aracai;Guarulhos;São Paulo;SP;Sudeste;6;12;02_BOM;8;Março;2021;2;89000;267000;4450;93450
740;4;1;0;0;0;194;São Paulo;São Paulo;SP;Funcionário Público;06. 46 a 50 anos;54;239;3;5;5;Cayenne;Porsche;SUV;527776;{239, 3.0, 5, 5, 2};3;Isabella Ribeiro;Aracai;Guarulhos;São Paulo;SP;Sudeste;6;12;02_BOM;12;Julho;2021;1;158332.8;369443.2;7916.64;166249.44
741;4;1;0;0;0;617;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;20;250;3;2;4;BMW M4 cupê;BMW;sedan;487010;{250, 3.0, 2, 4, 3};38;Clara Cavalcanti;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;10;Maio;2021;1;340907;146103;17045.35;357952.35
742;4;1;0;0;0;983;Colombo;Paraná;PR;Assalariado;01. 18 a 24 anos;38;250;6.2;4;5;Benz C Class AMG;Mercedes-Benz;sedan;489900;{250, 6.2, 4, 5, 3};64;Yago Barbosa;Barigui Seminovos;Curitiba;Paraná;PR;Sul;3;36;01_EXCELENTE;8;Março;2021;1;195960;293940;5878.8;201838.8
743;4;1;0;0;0;665;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;100;210;2;5;5;Volvo XC60;Volvo;SUV;389950;{210, 2.0, 5, 5, 2};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;3;Outubro;2020;1;272965;116985;13648.25;286613.25
744;4;1;0;0;0;386;São Paulo;São Paulo;SP;Militar;07. 51 a 55 anos;79;223;1.6;5;5;MINI JCW COUNTRYMAN;Mini;SUV;329990;{223, 1.6, 5, 5, 2};7;Lívia Sales;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;12;Julho;2021;1;197994;131996;5939.82;203933.82
745;4;1;0;0;0;809;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos;45;240;2;2;4;Benz E Class;Mercedes-Benz;sedan;557900;{240, 2.0, 2, 4, 3};64;Yago Barbosa;Barigui Seminovos;Curitiba;Paraná;PR;Sul;6;12;02_BOM;7;Fevereiro;2021;1;278950;278950;13947.5;292897.5
746;4;1;0;0;0;991;Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos;27;236;2;4;5;BMW 4 Series;BMW;sedan;460950;{236, 2.0, 4, 5, 3};65;Ana Sophia Silva;CCV;Curitiba;Paraná;PR;Sul;6;12;02_BOM;12;Julho;2021;1;276570;184380;13828.5;290398.5
747;4;1;0;0;0;130;Taboão da Serra;São Paulo;SP;Assalariado;03. 31 a 35 anos;66;195;1.6;4;5;New Focus sedan;Ford;sedan;70690;{195, 1.6, 4, 5, 3};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;7;24;02_BOM;7;Fevereiro;2021;1;14138;56552;706.9;14844.9
748;4;1;0;0;0;554;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;31;212;2;5;5;BMW X4;BMW;SUV;444950;{212, 2.0, 5, 5, 2};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;10;Maio;2021;1;222475;222475;11123.75;233598.75
749;4;1;0;0;0;555;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;8;36;02_BOM;5;Dezembro;2020;1;206991;22999;10349.55;217340.55
750;4;1;0;0;0;100;Jandira;São Paulo;SP;Profissional Liberal;03. 31 a 35 anos;2;220;1.8;4;5;Audi A4;Audi;sedan;272990;{220, 1.8, 4, 5, 3};5;Bruno Cunha;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;6;12;02_BOM;5;Dezembro;2020;1;109196;163794;5459.8;114655.8
751;4;1;0;0;0;615;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos;4;230;2;5;5;Audi Q3;Audi;SUV;239990;{230, 2.0, 5, 5, 2};40;Lucas Gabriel da Rosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;8;Março;2021;1;95996;143994;2879.88;98875.88
752;4;1;0;0;0;905;São José dos Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos;22;250;4.4;5;5;BMW X5 M;BMW;SUV;597950;{250, 4.4, 5, 5, 2};68;Davi Lucas Melo;CCV;Curitiba;Paraná;PR;Sul;2;24;01_EXCELENTE;1;Agosto;2020;1;358770;239180;10763.1;369533.1
753;4;1;0;0;0;146;Itapecerica da Serra;São Paulo;SP;Funcionário Público;03. 31 a 35 anos;28;240;2;5;5;BMW 5 Series;BMW;cupê;425950;{240, 2.0, 5, 5, 6};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;5;Dezembro;2020;1;255570;170380;7667.1;263237.1
754;4;1;0;0;0;410;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;54;239;3;5;5;Cayenne;Porsche;SUV;527776;{239, 3.0, 5, 5, 2};37;Bianca Nascimento;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;1;Agosto;2020;1;527776;0;15833.28;543609.28
755;4;1;0;0;0;320;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos;27;236;2;4;5;BMW 4 Series;BMW;sedan;460950;{236, 2.0, 4, 5, 3};7;Lívia Sales;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;12;Julho;2021;1;414855;46095;12445.65;427300.65
756;4;1;0;0;0;504;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;88;171;2;5;5;Sportage;Kia;SUV;195990;{171, 2.0, 5, 5, 2};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;5;Dezembro;2020;1;78396;117594;3919.8;82315.8
757;4;1;0;0;0;759;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos;91;255;2.5;4;5;Impreza sedan;Subaru;sedan;192900;{255, 2.5, 4, 5, 3};43;Fernando da Conceição;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;8;Março;2021;1;115740;77160;5787;121527
758;4;1;0;0;0;192;Cotia;São Paulo;SP;Autonômo;05. 41 a 45 anos;95;180;1.8;5;5;Prius;Toyota;hatch;188090;{180, 1.8, 5, 5, 4};8;Olivia da Rosa;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;10;Maio;2021;1;56427;131663;1692.81;58119.81
759;4;1;0;0;0;687;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Funcionário Público;04. 36 a 40 anos;75;198;1.6;3;2;MINI Cooper ;Mini;esportivo;151599;{198, 1.6, 3, 2, 10};40;Lucas Gabriel da Rosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;2;Setembro;2020;1;106119.3;45479.7;3183.579;109302.879
760;4;1;0;0;0;180;Barueri;São Paulo;SP;Assalariado;05. 41 a 45 anos;6;242;1.8;4;5;Audi A3 sedan;Audi;sedan;229990;{242, 1.8, 4, 5, 3};12;Nathan da Cunha;AutoStar;São Paulo;São Paulo;SP;Sudeste;7;24;02_BOM;8;Março;2021;1;160993;68997;8049.65;169042.65
761;4;1;0;0;0;422;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;07. 51 a 55 anos;32;230;3;5;5;BMW X5;BMW;SUV;597950;{230, 3.0, 5, 5, 2};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;1;Agosto;2020;1;179385;418565;8969.25;188354.25
762;4;1;0;0;0;244;São Paulo;São Paulo;SP;Autonômo;06. 46 a 50 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};9;Ana Clara Rezende;AutoStar;São Paulo;São Paulo;SP;Sudeste;5;60;01_EXCELENTE;4;Novembro;2020;1;36954;24636;1108.62;38062.62
763;4;1;0;0;0;220;São Paulo;São Paulo;SP;Funcionário Público;09. 61 a 65 anos;17;225;2;4;5;BMW 5 Series Sedan;BMW;sedan;425950;{225, 2.0, 4, 5, 3};14;Davi Lucas Lopes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;6;12;02_BOM;2;Setembro;2020;1;85190;340760;4259.5;89449.5
764;4;1;0;0;0;15;Jandira;São Paulo;SP;Empresário;01. 18 a 24 anos;16;200;2;5;5;BMW X1;BMW;SUV;269950;{200, 2.0, 5, 5, 2};14;Davi Lucas Lopes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;11;24;03_RUIM;8;Março;2021;1;188965;80985;13227.55;202192.55
765;4;1;0;0;0;185;Diadema;São Paulo;SP;Funcionário Público;01. 18 a 24 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};4;Marcela Rocha;Aracai;Guarulhos;São Paulo;SP;Sudeste;8;36;02_BOM;13;Agosto;2021;1;68997;160993;3449.85;72446.85
766;4;1;0;0;0;415;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos;75;198;1.6;3;2;MINI Cooper ;Mini;esportivo;151599;{198, 1.6, 3, 2, 10};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;13;12;04_PESSIMO;12;Julho;2021;1;90959.4;60639.6;9095.94;100055.34
767;4;1;0;0;0;326;São Paulo;São Paulo;SP;Assalariado;03. 31 a 35 anos;49;202;1.6;5;5;Peugeot 3008;Peugeot;SUV;229990;{202, 1.6, 5, 5, 2};9;Ana Clara Rezende;AutoStar;São Paulo;São Paulo;SP;Sudeste;7;24;02_BOM;6;Janeiro;2021;1;114995;114995;5749.75;120744.75
768;4;1;0;0;0;154;Barueri;São Paulo;SP;Empresário;06. 46 a 50 anos;1;235;1.8;5;5;Audi A3;Audi;hatch;229990;{235, 1.8, 5, 5, 4};15;Elisa da Cruz;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;7;24;02_BOM;9;Abril;2021;1;114995;114995;5749.75;120744.75
769;4;1;0;0;0;620;Botafogo;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos;90;190;2.2;5;5;Sorento;Kia;SUV;199990;{190, 2.2, 5, 5, 2};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;10;12;03_RUIM;9;Abril;2021;1;59997;139993;4199.79;64196.79
770;4;1;0;0;0;849;Curitiba;Paraná;PR;Profissional Liberal;06. 46 a 50 anos;71;241;2;4;5;Jaguar XJ;Jaguar;sedan;356950;{241, 2.0, 4, 5, 3};75;Maria Sophia Martins;7place;Curitiba;Paraná;PR;Sul;8;36;02_BOM;13;Agosto;2021;1;285560;71390;14278;299838
771;4;1;0;0;0;584;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos;91;255;2.5;4;5;Impreza sedan;Subaru;sedan;192900;{255, 2.5, 4, 5, 3};41;Cecília da Cruz;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;7;24;02_BOM;10;Maio;2021;1;57870;135030;2893.5;60763.5
772;4;1;0;0;0;115;Itapecerica da Serra;São Paulo;SP;Funcionário Público;09. 61 a 65 anos;49;202;1.6;5;5;Peugeot 3008;Peugeot;SUV;229990;{202, 1.6, 5, 5, 2};10;Isabelly Moraes;AutoStar;São Paulo;São Paulo;SP;Sudeste;15;36;04_PESSIMO;8;Março;2021;1;91996;137994;9199.6;101195.6
773;4;1;0;0;0;183;São Bernardo do Campo;São Paulo;SP;Funcionário Público;02. 26 a 30 anos;59;185;1.4;5;5;Tiguan;Volkswagen;SUV;236090;{185, 1.4, 5, 5, 2};16;Alana Fernandes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;6;Janeiro;2021;1;165263;70827;4957.89;170220.89
774;4;1;0;0;0;236;São Paulo;São Paulo;SP;Funcionário Público;01. 18 a 24 anos;63;181;1.4;4;5;Jetta;Volkswagen;sedan;137720;{181, 1.4, 4, 5, 3};12;Nathan da Cunha;AutoStar;São Paulo;São Paulo;SP;Sudeste;3;36;01_EXCELENTE;1;Agosto;2020;1;41316;96404;1239.48;42555.48
775;4;1;0;0;0;366;São Paulo;São Paulo;SP;Empresário;05. 41 a 45 anos;22;250;4.4;5;5;BMW X5 M;BMW;SUV;597950;{250, 4.4, 5, 5, 2};16;Alana Fernandes;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;11;Junho;2021;1;239180;358770;7175.4;246355.4
776;4;1;0;0;0;356;São Paulo;São Paulo;SP;Assalariado;08. 56 a 60 anos;103;190;2;5;5;Outlander;Mitsubishi;SUV;208990;{190, 2.0, 5, 5, 2};4;Marcela Rocha;Aracai;Guarulhos;São Paulo;SP;Sudeste;12;36;03_RUIM;1;Agosto;2020;1;146293;62697;10240.51;156533.51
777;4;1;0;0;0;361;São Paulo;São Paulo;SP;Assalariado;07. 51 a 55 anos;52;262;3;5;4;Panamera;Porsche;esportivo;649000;{262, 3.0, 5, 4, 10};15;Elisa da Cruz;Audi Center Alphaville;Barueri;São Paulo;SP;Sudeste;8;36;02_BOM;4;Novembro;2020;1;389400;259600;19470;408870
778;4;1;0;0;0;926;São José dos Pinhais;Paraná;PR;Autonômo;06. 46 a 50 anos;103;190;2;5;5;Outlander;Mitsubishi;SUV;208990;{190, 2.0, 5, 5, 2};76;Ana Luiza Melo;7place;Curitiba;Paraná;PR;Sul;8;36;02_BOM;3;Outubro;2020;1;188091;20899;9404.55;197495.55
779;4;1;0;0;0;989;Pinhais;Paraná;PR;Empresário;06. 46 a 50 anos;4;230;2;5;5;Audi Q3;Audi;SUV;239990;{230, 2.0, 5, 5, 2};71;Juan da Cunha;Valesul;São José dos Pinhais;Paraná;PR;Sul;5;60;01_EXCELENTE;4;Novembro;2020;1;95996;143994;2879.88;98875.88
780;4;1;0;0;0;218;São Paulo;São Paulo;SP;Funcionário Público;07. 51 a 55 anos;68;260;3.7;2;4;Mustang;Ford;esportivo;537049;{260, 3.7, 2, 4, 10};1;Gustavo Henrique Fogaça;Aracai;Guarulhos;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;9;Abril;2021;1;161114.7;375934.3;4833.441;165948.141
781;4;1;0;0;0;466;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;03. 31 a 35 anos;8;250;4;5;4;Audi RS7;Audi;cupê;1046000;{250, 4.0, 5, 4, 6};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;6;Janeiro;2021;1;732200;313800;21966;754166
782;4;1;0;0;0;805;Curitiba;Paraná;PR;Empresário;01. 18 a 24 anos;99;230;2;5;5;Volvo V60;Volvo;minivan;225950;{230, 2.0, 5, 5, 7};76;Ana Luiza Melo;7place;Curitiba;Paraná;PR;Sul;7;24;02_BOM;8;Março;2021;1;67785;158165;3389.25;71174.25
783;4;1;0;0;0;439;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos;11;242;2;5;4;Audi A5 cupê;Audi;cupê;329990;{242, 2.0, 5, 4, 6};42;Mirella Campos;Jedean Multimarcas;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;9;48;02_BOM;3;Outubro;2020;1;98997;230993;4949.85;103946.85
784;4;1;0;0;0;423;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;08. 56 a 60 anos;13;222;3;5;5;Audi Q7;Audi;SUV;518575;{222, 3.0, 5, 5, 2};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;6;12;02_BOM;10;Maio;2021;1;259287.5;259287.5;12964.375;272251.875
785;4;1;0;0;0;575;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos;69;182;1.4;3;4;FIAT 500;Fiat;hatch;239990;{182, 1.4, 3, 4, 4};40;Lucas Gabriel da Rosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;1;12;01_EXCELENTE;4;Novembro;2020;1;143994;95996;4319.82;148313.82
786;4;1;0;0;0;332;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos;14;300;4.2;2;2;Audi R8;Audi;esportivo;1485695;{300, 4.2, 2, 2, 10};3;Isabella Ribeiro;Aracai;Guarulhos;São Paulo;SP;Sudeste;8;36;02_BOM;3;Outubro;2020;1;594278;891417;29713.9;623991.9
787;4;1;0;0;0;756;Niterói;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos;90;190;2.2;5;5;Sorento;Kia;SUV;199990;{190, 2.2, 5, 5, 2};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;10;Maio;2021;1;39998;159992;1199.94;41197.94
788;4;1;0;0;0;165;Mairiporã;São Paulo;SP;Militar;04. 36 a 40 anos;41;250;2;4;5;Benz CLA Class AMG;Mercedes-Benz;sedan;431900;{250, 2.0, 4, 5, 3};6;Bianca Fernandes;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;4;48;01_EXCELENTE;11;Junho;2021;1;302330;129570;9069.9;311399.9
789;4;1;0;0;0;879;Curitiba;Paraná;PR;Assalariado;03. 31 a 35 anos;92;184;2;5;5;C4 Aircross;Citroen;SUV;61590;{184, 2.0, 5, 5, 2};66;Vitória Novaes;CCV;Curitiba;Paraná;PR;Sul;6;12;02_BOM;13;Agosto;2021;1;24636;36954;1231.8;25867.8
790;4;1;0;0;0;537;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos;27;236;2;4;5;BMW 4 Series;BMW;sedan;460950;{236, 2.0, 4, 5, 3};34;Marcela Peixoto;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;2;24;01_EXCELENTE;11;Junho;2021;1;138285;322665;4148.55;142433.55
791;4;1;0;0;0;520;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;02. 26 a 30 anos;91;255;2.5;4;5;Impreza sedan;Subaru;sedan;192900;{255, 2.5, 4, 5, 3};33;Catarina Carvalho;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;4;Novembro;2020;1;154320;38580;4629.6;158949.6
792;4;1;0;0;0;786;Niterói;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos;77;191;1.6;2;4;MINI CABRIO;Mini;conversível;169990;{191, 1.6, 2, 4, 12};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;14;24;04_PESSIMO;10;Maio;2021;1;67996;101994;6799.6;74795.6
793;4;1;0;0;0;994;Pinhais;Paraná;PR;Autonômo;04. 36 a 40 anos;14;300;4.2;2;2;Audi R8;Audi;esportivo;1485695;{300, 4.2, 2, 2, 10};68;Davi Lucas Melo;CCV;Curitiba;Paraná;PR;Sul;1;12;01_EXCELENTE;12;Julho;2021;1;1485695;0;44570.85;1530265.85
794;4;1;0;0;0;561;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos;58;200;1.4;4;5;Passat;Volkswagen;sedan;164620;{200, 1.4, 4, 5, 3};36;Fernanda Viana;Robmar Automóveis;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;11;Junho;2021;1;32924;131696;987.72;33911.72
795;4;1;0;0;0;713;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos;104;200;1.4;4;5;Cruze sedan;Chevrolet;sedan;116870;{200, 1.4, 4, 5, 3};39;Clarice Barbosa;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;3;36;01_EXCELENTE;7;Fevereiro;2021;1;35061;81809;1051.83;36112.83
796;4;1;0;0;0;698;Botafogo;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos;14;300;4.2;2;2;Audi R8;Audi;esportivo;1485695;{300, 4.2, 2, 2, 10};37;Bianca Nascimento;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;4;48;01_EXCELENTE;12;Julho;2021;1;742847.5;742847.5;22285.425;765132.925
797;4;1;0;0;0;477;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos;83;195;3;5;5;Discovery;Land Rover;SUV;586450;{195, 3.0, 5, 5, 2};38;Clara Cavalcanti;Eurobarra;Rio de Janeiro;Rio de Janeiro;RJ;Sudeste;5;60;01_EXCELENTE;2;Setembro;2020;1;117290;469160;3518.7;120808.7
798;4;1;0;0;0;25;Cotia;São Paulo;SP;Funcionário Público;05. 41 a 45 anos;51;223;2;5;5;Macan;Porsche;SUV;415000;{223, 2.0, 5, 5, 2};2;Pedro Henrique Ferreira;Aracai;Guarulhos;São Paulo;SP;Sudeste;9;48;02_BOM;8;Março;2021;1;124500;290500;6225;130725
799;4;1;0;0;0;379;São Paulo;São Paulo;SP;Militar;03. 31 a 35 anos;38;250;6.2;4;5;Benz C Class AMG;Mercedes-Benz;sedan;489900;{250, 6.2, 4, 5, 3};8;Olivia da Rosa;Armando Veículos;São Paulo;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;8;Março;2021;1;342930;146970;10287.9;353217.9
800;4;1;0;0;0;381;São Paulo;São Paulo;SP;Profissional Liberal;01. 18 a 24 anos;4;230;2;5;5;Audi Q3;Audi;SUV;239990;{230, 2.0, 5, 5, 2};1;Gustavo Henrique Fogaça;Aracai;Guarulhos;São Paulo;SP;Sudeste;2;24;01_EXCELENTE;1;Agosto;2020;1;95996;143994;2879.88;98875.88
801;4;1;0;0;0;44;Carapicuíba;São Paulo;SP;Empresário;09. 61 a 65 anos;28;240;2;5;5;BMW 5 Series;BMW;cupê;425950;{240, 2.0, 5, 5, 6};12;Nathan da Cunha;AutoStar;São Paulo;São Paulo;SP;Sudeste;9;48;02_BOM;2;Setembro;2020;1;255570;170380;12778.5;268348.5
