id_cliente;cidade_cliente;estado_cliente;uf_cliente;ocupacao;faixa_idade
706;Niterói;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
707;Niterói;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
708;Niterói;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
709;Niterói;Rio de Janeiro;RJ;Profissional Liberal;02. 26 a 30 anos
710;Niterói;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
711;Niterói;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos
712;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
713;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
714;Niterói;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
715;Niterói;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos
716;Niterói;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos
717;Niterói;Rio de Janeiro;RJ;Militar;01. 18 a 24 anos
718;Niterói;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos
719;Niterói;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
720;Niterói;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos
721;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
722;Niterói;Rio de Janeiro;RJ;Profissional Liberal;05. 41 a 45 anos
723;Niterói;Rio de Janeiro;RJ;Profissional Liberal;04. 36 a 40 anos
724;Niterói;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
725;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
726;Niterói;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos
727;Niterói;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
728;Niterói;Rio de Janeiro;RJ;Militar;09. 61 a 65 anos
729;Niterói;Rio de Janeiro;RJ;Funcionário Público;01. 18 a 24 anos
730;Niterói;Rio de Janeiro;RJ;Funcionário Público;06. 46 a 50 anos
731;Niterói;Rio de Janeiro;RJ;Empresário;08. 56 a 60 anos
732;Niterói;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos
733;Niterói;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
734;Niterói;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos
735;Niterói;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos
736;Niterói;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
737;Niterói;Rio de Janeiro;RJ;Profissional Liberal;05. 41 a 45 anos
738;Niterói;Rio de Janeiro;RJ;Funcionário Público;09. 61 a 65 anos
739;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
740;Niterói;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
741;Niterói;Rio de Janeiro;RJ;Funcionário Público;09. 61 a 65 anos
742;Niterói;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
743;Niterói;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
744;Niterói;Rio de Janeiro;RJ;Profissional Liberal;07. 51 a 55 anos
745;Niterói;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
746;Niterói;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos
747;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
748;Niterói;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
749;Niterói;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
750;Niterói;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
751;Niterói;Rio de Janeiro;RJ;Funcionário Público;07. 51 a 55 anos
752;Niterói;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos
753;Niterói;Rio de Janeiro;RJ;Funcionário Público;07. 51 a 55 anos
754;Niterói;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos
755;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
756;Niterói;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
757;Niterói;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos
758;Niterói;Rio de Janeiro;RJ;Autonômo;05. 41 a 45 anos
759;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
760;Niterói;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
761;Niterói;Rio de Janeiro;RJ;Profissional Liberal;07. 51 a 55 anos
762;Niterói;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
763;Niterói;Rio de Janeiro;RJ;Empresário;09. 61 a 65 anos
764;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
765;Niterói;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos
766;Niterói;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos
767;Niterói;Rio de Janeiro;RJ;Funcionário Público;07. 51 a 55 anos
768;Niterói;Rio de Janeiro;RJ;Empresário;08. 56 a 60 anos
769;Niterói;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
770;Niterói;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
771;Niterói;Rio de Janeiro;RJ;Profissional Liberal;02. 26 a 30 anos
772;Niterói;Rio de Janeiro;RJ;Funcionário Público;06. 46 a 50 anos
773;Niterói;Rio de Janeiro;RJ;Militar;02. 26 a 30 anos
774;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
775;Niterói;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos
776;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
777;Niterói;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
778;Niterói;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
779;Niterói;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos
780;Niterói;Rio de Janeiro;RJ;Profissional Liberal;01. 18 a 24 anos
781;Niterói;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos
782;Niterói;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
783;Niterói;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
784;Niterói;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos
785;Niterói;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
786;Niterói;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos
787;Niterói;Rio de Janeiro;RJ;Empresário;09. 61 a 65 anos
788;Niterói;Rio de Janeiro;RJ;Militar;01. 18 a 24 anos
789;Niterói;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos
790;Niterói;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
791;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
792;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
793;Niterói;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
794;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
795;Niterói;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos
796;Niterói;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
797;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
798;Niterói;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
799;Niterói;Rio de Janeiro;RJ;Militar;09. 61 a 65 anos
800;Niterói;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos
801;Curitiba;Paraná;PR;Autonômo;02. 26 a 30 anos
802;Curitiba;Paraná;PR;Funcionário Público;08. 56 a 60 anos
803;Curitiba;Paraná;PR;Militar;09. 61 a 65 anos
804;Curitiba;Paraná;PR;Profissional Liberal;07. 51 a 55 anos
805;Curitiba;Paraná;PR;Empresário;01. 18 a 24 anos
806;Curitiba;Paraná;PR;Militar;02. 26 a 30 anos
807;Curitiba;Paraná;PR;Profissional Liberal;07. 51 a 55 anos
808;Curitiba;Paraná;PR;Assalariado;02. 26 a 30 anos
809;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
810;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
811;Curitiba;Paraná;PR;Empresário;07. 51 a 55 anos
812;Curitiba;Paraná;PR;Militar;02. 26 a 30 anos
813;Curitiba;Paraná;PR;Empresário;04. 36 a 40 anos
814;Curitiba;Paraná;PR;Militar;07. 51 a 55 anos
815;Curitiba;Paraná;PR;Militar;02. 26 a 30 anos
816;Curitiba;Paraná;PR;Empresário;09. 61 a 65 anos
817;Curitiba;Paraná;PR;Militar;03. 31 a 35 anos
818;Curitiba;Paraná;PR;Autonômo;01. 18 a 24 anos
819;Curitiba;Paraná;PR;Militar;01. 18 a 24 anos
820;Curitiba;Paraná;PR;Empresário;04. 36 a 40 anos
821;Curitiba;Paraná;PR;Empresário;04. 36 a 40 anos
822;Curitiba;Paraná;PR;Assalariado;09. 61 a 65 anos
823;Curitiba;Paraná;PR;Profissional Liberal;05. 41 a 45 anos
824;Curitiba;Paraná;PR;Assalariado;05. 41 a 45 anos
825;Curitiba;Paraná;PR;Militar;04. 36 a 40 anos
826;Curitiba;Paraná;PR;Funcionário Público;09. 61 a 65 anos
827;Curitiba;Paraná;PR;Militar;05. 41 a 45 anos
828;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
829;Curitiba;Paraná;PR;Autonômo;06. 46 a 50 anos
830;Curitiba;Paraná;PR;Funcionário Público;03. 31 a 35 anos
831;Curitiba;Paraná;PR;Assalariado;01. 18 a 24 anos
832;Curitiba;Paraná;PR;Funcionário Público;06. 46 a 50 anos
833;Curitiba;Paraná;PR;Empresário;04. 36 a 40 anos
834;Curitiba;Paraná;PR;Militar;03. 31 a 35 anos
835;Curitiba;Paraná;PR;Militar;05. 41 a 45 anos
836;Curitiba;Paraná;PR;Autonômo;09. 61 a 65 anos
837;Curitiba;Paraná;PR;Autonômo;07. 51 a 55 anos
838;Curitiba;Paraná;PR;Funcionário Público;08. 56 a 60 anos
839;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
840;Curitiba;Paraná;PR;Assalariado;05. 41 a 45 anos
841;Curitiba;Paraná;PR;Assalariado;02. 26 a 30 anos
842;Curitiba;Paraná;PR;Autonômo;02. 26 a 30 anos
843;Curitiba;Paraná;PR;Profissional Liberal;01. 18 a 24 anos
844;Curitiba;Paraná;PR;Funcionário Público;07. 51 a 55 anos
845;Curitiba;Paraná;PR;Militar;06. 46 a 50 anos
846;Curitiba;Paraná;PR;Funcionário Público;01. 18 a 24 anos
847;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
848;Curitiba;Paraná;PR;Funcionário Público;08. 56 a 60 anos
849;Curitiba;Paraná;PR;Profissional Liberal;06. 46 a 50 anos
850;Curitiba;Paraná;PR;Assalariado;04. 36 a 40 anos
851;Curitiba;Paraná;PR;Empresário;08. 56 a 60 anos
852;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
853;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
854;Curitiba;Paraná;PR;Militar;07. 51 a 55 anos
855;Curitiba;Paraná;PR;Assalariado;04. 36 a 40 anos
856;Curitiba;Paraná;PR;Assalariado;01. 18 a 24 anos
857;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
858;Curitiba;Paraná;PR;Funcionário Público;09. 61 a 65 anos
859;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
860;Curitiba;Paraná;PR;Assalariado;02. 26 a 30 anos
861;Curitiba;Paraná;PR;Empresário;07. 51 a 55 anos
862;Curitiba;Paraná;PR;Autonômo;01. 18 a 24 anos
863;Curitiba;Paraná;PR;Profissional Liberal;04. 36 a 40 anos
864;Curitiba;Paraná;PR;Militar;01. 18 a 24 anos
865;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
866;Curitiba;Paraná;PR;Funcionário Público;02. 26 a 30 anos
867;Curitiba;Paraná;PR;Profissional Liberal;05. 41 a 45 anos
868;Curitiba;Paraná;PR;Funcionário Público;04. 36 a 40 anos
869;Curitiba;Paraná;PR;Empresário;02. 26 a 30 anos
870;Curitiba;Paraná;PR;Assalariado;03. 31 a 35 anos
871;Curitiba;Paraná;PR;Profissional Liberal;02. 26 a 30 anos
872;Curitiba;Paraná;PR;Profissional Liberal;04. 36 a 40 anos
873;Curitiba;Paraná;PR;Assalariado;08. 56 a 60 anos
874;Curitiba;Paraná;PR;Empresário;06. 46 a 50 anos
875;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
876;Curitiba;Paraná;PR;Profissional Liberal;05. 41 a 45 anos
877;Curitiba;Paraná;PR;Militar;01. 18 a 24 anos
878;Curitiba;Paraná;PR;Empresário;02. 26 a 30 anos
879;Curitiba;Paraná;PR;Assalariado;03. 31 a 35 anos
880;Curitiba;Paraná;PR;Funcionário Público;08. 56 a 60 anos
881;Curitiba;Paraná;PR;Funcionário Público;06. 46 a 50 anos
882;Curitiba;Paraná;PR;Funcionário Público;07. 51 a 55 anos
883;Curitiba;Paraná;PR;Militar;04. 36 a 40 anos
884;Curitiba;Paraná;PR;Empresário;04. 36 a 40 anos
885;Curitiba;Paraná;PR;Assalariado;07. 51 a 55 anos
886;Curitiba;Paraná;PR;Profissional Liberal;06. 46 a 50 anos
887;Curitiba;Paraná;PR;Funcionário Público;02. 26 a 30 anos
888;Curitiba;Paraná;PR;Empresário;08. 56 a 60 anos
889;Curitiba;Paraná;PR;Militar;09. 61 a 65 anos
890;Curitiba;Paraná;PR;Profissional Liberal;06. 46 a 50 anos
891;Curitiba;Paraná;PR;Assalariado;06. 46 a 50 anos
892;Curitiba;Paraná;PR;Assalariado;01. 18 a 24 anos
893;Curitiba;Paraná;PR;Aposentado;10. Acima de 65 anos
894;Curitiba;Paraná;PR;Militar;04. 36 a 40 anos
895;Curitiba;Paraná;PR;Militar;07. 51 a 55 anos
896;Curitiba;Paraná;PR;Militar;03. 31 a 35 anos
897;Curitiba;Paraná;PR;Empresário;07. 51 a 55 anos
898;Curitiba;Paraná;PR;Assalariado;06. 46 a 50 anos
899;Curitiba;Paraná;PR;Assalariado;04. 36 a 40 anos
900;Curitiba;Paraná;PR;Funcionário Público;09. 61 a 65 anos
901;São José dos Pinhais;Paraná;PR;Assalariado;08. 56 a 60 anos
902;São José dos Pinhais;Paraná;PR;Funcionário Público;07. 51 a 55 anos
903;São José dos Pinhais;Paraná;PR;Profissional Liberal;02. 26 a 30 anos
904;São José dos Pinhais;Paraná;PR;Assalariado;06. 46 a 50 anos
905;São José dos Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos
906;São José dos Pinhais;Paraná;PR;Funcionário Público;03. 31 a 35 anos
907;São José dos Pinhais;Paraná;PR;Militar;01. 18 a 24 anos
908;São José dos Pinhais;Paraná;PR;Funcionário Público;09. 61 a 65 anos
909;São José dos Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos
910;São José dos Pinhais;Paraná;PR;Empresário;06. 46 a 50 anos
911;São José dos Pinhais;Paraná;PR;Assalariado;06. 46 a 50 anos
912;São José dos Pinhais;Paraná;PR;Profissional Liberal;04. 36 a 40 anos
913;São José dos Pinhais;Paraná;PR;Empresário;06. 46 a 50 anos
914;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
915;São José dos Pinhais;Paraná;PR;Autonômo;05. 41 a 45 anos
916;São José dos Pinhais;Paraná;PR;Funcionário Público;02. 26 a 30 anos
917;São José dos Pinhais;Paraná;PR;Empresário;09. 61 a 65 anos
918;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
919;São José dos Pinhais;Paraná;PR;Profissional Liberal;09. 61 a 65 anos
920;São José dos Pinhais;Paraná;PR;Profissional Liberal;05. 41 a 45 anos
921;São José dos Pinhais;Paraná;PR;Militar;08. 56 a 60 anos
922;São José dos Pinhais;Paraná;PR;Funcionário Público;06. 46 a 50 anos
923;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
924;São José dos Pinhais;Paraná;PR;Autonômo;03. 31 a 35 anos
925;São José dos Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos
926;São José dos Pinhais;Paraná;PR;Autonômo;06. 46 a 50 anos
927;São José dos Pinhais;Paraná;PR;Autonômo;05. 41 a 45 anos
928;São José dos Pinhais;Paraná;PR;Profissional Liberal;04. 36 a 40 anos
929;São José dos Pinhais;Paraná;PR;Autonômo;03. 31 a 35 anos
930;São José dos Pinhais;Paraná;PR;Empresário;07. 51 a 55 anos
931;São José dos Pinhais;Paraná;PR;Empresário;05. 41 a 45 anos
932;São José dos Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos
933;São José dos Pinhais;Paraná;PR;Empresário;07. 51 a 55 anos
934;São José dos Pinhais;Paraná;PR;Autonômo;02. 26 a 30 anos
935;São José dos Pinhais;Paraná;PR;Autonômo;06. 46 a 50 anos
936;São José dos Pinhais;Paraná;PR;Autonômo;07. 51 a 55 anos
937;São José dos Pinhais;Paraná;PR;Militar;03. 31 a 35 anos
938;São José dos Pinhais;Paraná;PR;Empresário;04. 36 a 40 anos
939;São José dos Pinhais;Paraná;PR;Empresário;01. 18 a 24 anos
940;São José dos Pinhais;Paraná;PR;Funcionário Público;06. 46 a 50 anos
941;São José dos Pinhais;Paraná;PR;Empresário;04. 36 a 40 anos
942;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
943;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
944;São José dos Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos
945;São José dos Pinhais;Paraná;PR;Empresário;03. 31 a 35 anos
946;São José dos Pinhais;Paraná;PR;Autonômo;01. 18 a 24 anos
947;São José dos Pinhais;Paraná;PR;Militar;02. 26 a 30 anos
948;São José dos Pinhais;Paraná;PR;Empresário;05. 41 a 45 anos
949;São José dos Pinhais;Paraná;PR;Assalariado;06. 46 a 50 anos
950;São José dos Pinhais;Paraná;PR;Empresário;05. 41 a 45 anos
951;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
952;São José dos Pinhais;Paraná;PR;Funcionário Público;07. 51 a 55 anos
953;São José dos Pinhais;Paraná;PR;Assalariado;01. 18 a 24 anos
954;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
955;São José dos Pinhais;Paraná;PR;Empresário;05. 41 a 45 anos
956;São José dos Pinhais;Paraná;PR;Militar;09. 61 a 65 anos
957;São José dos Pinhais;Paraná;PR;Militar;07. 51 a 55 anos
958;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
959;São José dos Pinhais;Paraná;PR;Assalariado;04. 36 a 40 anos
960;São José dos Pinhais;Paraná;PR;Autonômo;04. 36 a 40 anos
961;São José dos Pinhais;Paraná;PR;Empresário;01. 18 a 24 anos
962;São José dos Pinhais;Paraná;PR;Profissional Liberal;01. 18 a 24 anos
963;São José dos Pinhais;Paraná;PR;Militar;05. 41 a 45 anos
964;São José dos Pinhais;Paraná;PR;Funcionário Público;09. 61 a 65 anos
965;São José dos Pinhais;Paraná;PR;Funcionário Público;09. 61 a 65 anos
966;São José dos Pinhais;Paraná;PR;Autonômo;04. 36 a 40 anos
967;São José dos Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
968;São José dos Pinhais;Paraná;PR;Assalariado;05. 41 a 45 anos
969;São José dos Pinhais;Paraná;PR;Funcionário Público;02. 26 a 30 anos
970;São José dos Pinhais;Paraná;PR;Funcionário Público;06. 46 a 50 anos
971;Colombo;Paraná;PR;Assalariado;06. 46 a 50 anos
972;Pinhais;Paraná;PR;Autonômo;06. 46 a 50 anos
973;Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos
974;Pinhais;Paraná;PR;Assalariado;08. 56 a 60 anos
975;Colombo;Paraná;PR;Assalariado;04. 36 a 40 anos
976;Pinhais;Paraná;PR;Assalariado;06. 46 a 50 anos
977;Pinhais;Paraná;PR;Profissional Liberal;09. 61 a 65 anos
978;Pinhais;Paraná;PR;Autonômo;01. 18 a 24 anos
979;Pinhais;Paraná;PR;Militar;05. 41 a 45 anos
980;Colombo;Paraná;PR;Assalariado;04. 36 a 40 anos
981;Pinhais;Paraná;PR;Autonômo;02. 26 a 30 anos
982;Pinhais;Paraná;PR;Assalariado;07. 51 a 55 anos
983;Colombo;Paraná;PR;Assalariado;01. 18 a 24 anos
984;Colombo;Paraná;PR;Assalariado;09. 61 a 65 anos
985;Pinhais;Paraná;PR;Funcionário Público;07. 51 a 55 anos
986;Colombo;Paraná;PR;Assalariado;05. 41 a 45 anos
987;Pinhais;Paraná;PR;Assalariado;03. 31 a 35 anos
988;Colombo;Paraná;PR;Assalariado;09. 61 a 65 anos
989;Pinhais;Paraná;PR;Empresário;06. 46 a 50 anos
990;Pinhais;Paraná;PR;Militar;07. 51 a 55 anos
991;Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
992;Colombo;Paraná;PR;Assalariado;02. 26 a 30 anos
993;Pinhais;Paraná;PR;Profissional Liberal;09. 61 a 65 anos
994;Pinhais;Paraná;PR;Autonômo;04. 36 a 40 anos
995;Colombo;Paraná;PR;Assalariado;07. 51 a 55 anos
996;Pinhais;Paraná;PR;Militar;06. 46 a 50 anos
997;Pinhais;Paraná;PR;Militar;06. 46 a 50 anos
998;Pinhais;Paraná;PR;Profissional Liberal;03. 31 a 35 anos
999;Pinhais;Paraná;PR;Assalariado;08. 56 a 60 anos
1000;Colombo;Paraná;PR;Autonômo;05. 41 a 45 anos
1001;Pinhais;Paraná;PR;Assalariado;09. 61 a 65 anos
1002;Pinhais;Paraná;PR;Assalariado;05. 41 a 45 anos
1003;Colombo;Paraná;PR;Assalariado;07. 51 a 55 anos
1004;Colombo;Paraná;PR;Assalariado;09. 61 a 65 anos
1005;Pinhais;Paraná;PR;Funcionário Público;09. 61 a 65 anos
1006;Colombo;Paraná;PR;Empresário;07. 51 a 55 anos
1007;Colombo;Paraná;PR;Profissional Liberal;02. 26 a 30 anos
1008;Colombo;Paraná;PR;Autonômo;09. 61 a 65 anos
1009;Pinhais;Paraná;PR;Empresário;01. 18 a 24 anos
1010;Colombo;Paraná;PR;Militar;06. 46 a 50 anos
1011;Pinhais;Paraná;PR;Militar;01. 18 a 24 anos
1012;Pinhais;Paraná;PR;Empresário;02. 26 a 30 anos
1013;Colombo;Paraná;PR;Empresário;05. 41 a 45 anos
1014;Colombo;Paraná;PR;Assalariado;04. 36 a 40 anos
1015;Pinhais;Paraná;PR;Aposentado;10. Acima de 65 anos
1016;Colombo;Paraná;PR;Assalariado;07. 51 a 55 anos
1017;Colombo;Paraná;PR;Assalariado;01. 18 a 24 anos
1018;Colombo;Paraná;PR;Assalariado;01. 18 a 24 anos
1019;Colombo;Paraná;PR;Funcionário Público;06. 46 a 50 anos
1020;Pinhais;Paraná;PR;Empresário;03. 31 a 35 anos
1021;Joinville;Santa Catarina;SC;Empresário;02. 26 a 30 anos
1022;Blumenau;Santa Catarina;SC;Militar;03. 31 a 35 anos
1023;Barra Velha;Santa Catarina;SC;Assalariado;05. 41 a 45 anos
1024;Joinville;Santa Catarina;SC;Empresário;01. 18 a 24 anos
1025;Brusque ;Santa Catarina;SC;Empresário;07. 51 a 55 anos
1026;Blumenau;Santa Catarina;SC;Empresário;06. 46 a 50 anos
1027;Barra Velha;Santa Catarina;SC;Autonômo;05. 41 a 45 anos
1028;Blumenau;Santa Catarina;SC;Funcionário Público;05. 41 a 45 anos
1029;Blumenau;Santa Catarina;SC;Autonômo;04. 36 a 40 anos
1030;Blumenau;Santa Catarina;SC;Assalariado;09. 61 a 65 anos
1031;Blumenau;Santa Catarina;SC;Militar;05. 41 a 45 anos
1032;Brusque ;Santa Catarina;SC;Assalariado;09. 61 a 65 anos
1033;Blumenau;Santa Catarina;SC;Assalariado;06. 46 a 50 anos
1034;Barra Velha;Santa Catarina;SC;Assalariado;06. 46 a 50 anos
1035;Blumenau;Santa Catarina;SC;Funcionário Público;04. 36 a 40 anos
1036;Barra Velha;Santa Catarina;SC;Funcionário Público;06. 46 a 50 anos
1037;Blumenau;Santa Catarina;SC;Assalariado;07. 51 a 55 anos
1038;Joinville;Santa Catarina;SC;Empresário;09. 61 a 65 anos
1039;Blumenau;Santa Catarina;SC;Assalariado;05. 41 a 45 anos
1040;Blumenau;Santa Catarina;SC;Assalariado;01. 18 a 24 anos
1041;Joinville;Santa Catarina;SC;Autonômo;03. 31 a 35 anos
1042;Barra Velha;Santa Catarina;SC;Profissional Liberal;09. 61 a 65 anos
1043;Blumenau;Santa Catarina;SC;Assalariado;03. 31 a 35 anos
1044;Blumenau;Santa Catarina;SC;Militar;06. 46 a 50 anos
1045;Brusque ;Santa Catarina;SC;Assalariado;08. 56 a 60 anos
1046;Barra Velha;Santa Catarina;SC;Assalariado;09. 61 a 65 anos
1047;Barra Velha;Santa Catarina;SC;Profissional Liberal;06. 46 a 50 anos
1048;Blumenau;Santa Catarina;SC;Assalariado;02. 26 a 30 anos
1049;Barra Velha;Santa Catarina;SC;Funcionário Público;05. 41 a 45 anos
1050;Barra Velha;Santa Catarina;SC;Assalariado;04. 36 a 40 anos
1051;Blumenau;Santa Catarina;SC;Assalariado;03. 31 a 35 anos
1052;Blumenau;Santa Catarina;SC;Assalariado;05. 41 a 45 anos
1053;Joinville;Santa Catarina;SC;Autonômo;07. 51 a 55 anos
1054;Joinville;Santa Catarina;SC;Aposentado;10. Acima de 65 anos
1055;Joinville;Santa Catarina;SC;Funcionário Público;06. 46 a 50 anos
1056;Barra Velha;Santa Catarina;SC;Assalariado;03. 31 a 35 anos
1057;Blumenau;Santa Catarina;SC;Militar;08. 56 a 60 anos
1058;Brusque ;Santa Catarina;SC;Autonômo;03. 31 a 35 anos
1059;Barra Velha;Santa Catarina;SC;Assalariado;08. 56 a 60 anos
1060;Joinville;Santa Catarina;SC;Assalariado;04. 36 a 40 anos
1061;Joinville;Santa Catarina;SC;Profissional Liberal;03. 31 a 35 anos
1062;Blumenau;Santa Catarina;SC;Assalariado;06. 46 a 50 anos
1063;Joinville;Santa Catarina;SC;Aposentado;10. Acima de 65 anos
1064;Brusque ;Santa Catarina;SC;Militar;07. 51 a 55 anos
1065;Brusque ;Santa Catarina;SC;Assalariado;02. 26 a 30 anos
1066;Brusque ;Santa Catarina;SC;Militar;02. 26 a 30 anos
1067;Joinville;Santa Catarina;SC;Assalariado;06. 46 a 50 anos
1068;Blumenau;Santa Catarina;SC;Funcionário Público;03. 31 a 35 anos
1069;Blumenau;Santa Catarina;SC;Militar;08. 56 a 60 anos
1070;Joinville;Santa Catarina;SC;Assalariado;08. 56 a 60 anos
1071;Blumenau;Santa Catarina;SC;Militar;09. 61 a 65 anos
1072;Barra Velha;Santa Catarina;SC;Autonômo;03. 31 a 35 anos
1073;Brusque ;Santa Catarina;SC;Empresário;07. 51 a 55 anos
1074;Joinville;Santa Catarina;SC;Empresário;01. 18 a 24 anos
1075;Barra Velha;Santa Catarina;SC;Funcionário Público;01. 18 a 24 anos
1076;Blumenau;Santa Catarina;SC;Assalariado;03. 31 a 35 anos
1077;Brusque ;Santa Catarina;SC;Empresário;03. 31 a 35 anos
1078;Blumenau;Santa Catarina;SC;Assalariado;01. 18 a 24 anos
1079;Brusque ;Santa Catarina;SC;Militar;07. 51 a 55 anos
1080;Brusque ;Santa Catarina;SC;Empresário;05. 41 a 45 anos
1081;Joinville;Santa Catarina;SC;Empresário;04. 36 a 40 anos
1082;Brusque ;Santa Catarina;SC;Profissional Liberal;03. 31 a 35 anos
1083;Joinville;Santa Catarina;SC;Funcionário Público;04. 36 a 40 anos
1084;Joinville;Santa Catarina;SC;Assalariado;08. 56 a 60 anos
